sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,hostname,label
,,3.52467888,,,1.46,,344.61,1098.0,,5372.0,0.916,,,4.434,,14.68,,,K00533.02,1
,,6.400157105,,,2.52,,101.72,810.0,,5299.0,0.766,,,4.597,,14.613,,,K00534.01,1
,,2.437029217,,,2.04,,1237.66,1513.0,,5573.0,1.329,,,4.177,,14.573,,,K00583.01,1
,,9.9267215,,,2.76,,98.34,803.0,,5475.0,0.982,,,4.43,,14.129,,,K00584.01,1
,,21.22349325,,,2.63,,35.69,623.0,,5475.0,0.982,,,4.43,,14.129,,,K00584.02,1
,,6.47027706,,,1.15,,173.79,926.0,,5475.0,0.982,,,4.43,,14.129,,,K00584.03,1
,,3.722158895,,,2.33,,283.28,1046.0,,5617.0,0.806,,,4.574,,14.911,,,K00585.01,1
,,46.9026431,,,2.6,,10.44,458.0,,5402.0,0.865,,,4.452,,14.262,,,K00431.02,1
,,5.263415218,,,3.77,,349.4,1103.0,,6099.0,1.028,,,4.456,,14.279,,,K00432.01,1
,,4.030466786,,,4.48,,209.11,970.0,,5234.0,0.854,,,4.542,,14.924,,,K00433.01,1
,,9.27989,,,1.29,,152.86,897.0,,6052.0,0.967,,,4.456,,15.28,,,K01437.02,0
,,328.240201,,,10.99,,0.59,224.0,,5234.0,0.854,,,4.542,,14.924,,,K00433.02,1
,,22.264806569,,,12.34,,27.79,585.0,,5681.0,0.813,,,4.566,,14.626,,,K00434.01,0
,,2.217038096,,,3.23,,1956.29,1697.0,,6521.0,1.276,,,4.352,,14.613,,,K00489.01,0
,,8.874603,,,1.24,,309.5,1070.0,,6517.0,1.278,,,4.349,,14.613,,,K00489.02,0
,,4.393157678,,,1.41,,99.9,807.0,,4799.0,0.692,,,4.631,,14.023,,,K00490.01,1
,,251.7512,,,1.25,,1.29,272.0,,5640.0,0.921,,,4.492,,12.623,,,K02583.02,0
,,16.145671932,,,2.48,,20.98,546.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.01,1
,,1071.232624,,,9.27,,0.07,129.0,,4799.0,0.692,,,4.631,,14.023,,,K00490.02,1
,,2.735900074,,,1.56,,315.95,1075.0,,5299.0,0.766,,,4.597,,14.613,,,K00534.02,1
,,5.852968845,,,3.46,,293.93,1056.0,,6050.0,1.013,,,4.45,,14.434,,,K00535.01,1
,,81.1701587,,,4.71,,8.55,436.0,,5460.0,1.165,,,4.263,,14.499,,,K00536.01,1
,,371.17573,,,4.07,,32.64,610.0,,9030.0,3.218,,,3.822,,11.471,,,K03191.02,0
,,2.820190603,,,2.53,,824.92,1367.0,,5831.0,1.121,,,4.359,,14.665,,,K00537.01,1
,,21.21712312,,,2.97,,58.63,706.0,,6191.0,1.007,,,4.438,,14.56,,,K00538.01,1
,,200.0,,,,,,,,,,,,,,14.133,,,K00539.01,0
,,15.77980122,,,2.11,,60.96,713.0,,5941.0,0.911,,,4.519,,14.608,,,K00586.01,1
,,14.03490255,,,2.41,,39.97,641.0,,5258.0,0.785,,,4.513,,14.574,,,K00587.01,1
,,10.35586478,,,1.92,,34.93,620.0,,4646.0,0.778,,,4.539,,14.337,,,K00588.01,1
,,22.342964828,,,9.99,,89.61,785.0,,6181.0,1.331,,,4.234,,12.205,,,K00094.01,1
,,11.38840217,,,3.04,,216.55,979.0,,5876.0,1.456,,,4.151,,14.615,,,K00590.01,1
,,20.5498184,,,4.04,,44.11,657.0,,5688.0,0.971,,,4.415,,14.534,,,K00435.01,1
,,17.4217322,,,1.42,,65.92,727.0,,6052.0,0.967,,,4.456,,15.28,,,K01437.03,0
,,5.931196562,,,2.01,,23.5,562.0,,3984.0,0.539,,,4.72,,14.258,,,K00438.01,1
,,0.837491225,,,1.43,,3630.32,1980.0,,5676.0,1.044,,,4.347,,10.961,,,K00072.01,1
,,7.40611676,,,1.37,,49.89,678.0,,4799.0,0.692,,,4.631,,14.023,,,K00490.03,1
,,21.803708,,,1.11,,11.82,473.0,,4799.0,0.692,,,4.631,,14.023,,,K00490.04,1
,,4.66229074,,,24.12,,437.35,1166.0,,6191.0,1.025,,,4.454,,14.367,,,K00491.01,0
,,29.9111886,,,2.9,,20.31,541.0,,5275.0,0.969,,,4.397,,14.424,,,K00492.01,1
,,2.908453928,,,19.44,,459.47,1181.0,,5786.0,0.824,,,4.558,,14.722,,,K00493.01,0
,,25.69581456,,,1.7,,2.3,314.0,,3787.0,0.477,,,4.775,,14.885,,,K00494.01,1
,,25.70280003,,,33.1,,23.68,562.0,,5532.0,0.835,,,4.488,,14.917,,,K00540.01,0
,,13.64617478,,,2.06,,49.89,678.0,,5569.0,0.829,,,4.566,,14.748,,,K00541.01,1
,,3.213668926,,,4.13,,1244.44,1515.0,,5795.0,1.545,,,4.101,,12.211,,,K00007.01,1
,,8.13121389,,,1.58,,368.36,1117.0,,6181.0,1.424,,,4.22,,11.018,,,K00085.03,1
,,41.8854433,,,3.28,,20.05,540.0,,5735.0,1.028,,,4.356,,14.35,,,K00542.01,1
,,13.81733587,,,2.04,,88.04,781.0,,5735.0,1.028,,,4.356,,14.35,,,K00542.02,1
,,52.8148051,,,3.33,,23.57,562.0,,5565.0,1.439,,,4.117,,14.915,,,K00597.03,1
,,8.30783912,,,2.15,,75.09,751.0,,5320.0,0.786,,,4.589,,14.813,,,K00598.01,1
,,34.0963441,,,1.71,,11.42,469.0,,5320.0,0.786,,,4.589,,14.813,,,K00598.02,1
,,6.45442931,,,2.48,,234.98,999.0,,6092.0,0.943,,,4.496,,14.854,,,K00599.01,1
,,3.595769013,,,2.39,,666.88,1296.0,,5762.0,1.196,,,4.283,,14.827,,,K00600.01,1
,,52.6615266,,,1.87,,1.28,271.0,,3984.0,0.539,,,4.72,,14.258,,,K00438.02,1
,,1.902208647,,,4.45,,778.26,1346.0,,5400.0,0.937,,,4.463,,14.313,,,K00439.01,1
,,15.90688891,,,2.35,,28.32,588.0,,5097.0,0.797,,,4.554,,14.172,,,K00440.01,1
,,4.973455252,,,2.46,,133.55,867.0,,5097.0,0.797,,,4.554,,14.172,,,K00440.02,1
,,30.5528972,,,30.74,,47.63,670.0,,6284.0,1.138,,,4.349,,14.532,,,K00441.01,0
,,4.804469031,,,3.35,,194.68,953.0,,5470.0,0.809,,,4.528,,14.873,,,K00495.01,0
,,1.616883373,,,4.47,,2342.49,1774.0,,4868.0,1.816,,,3.902,,14.411,,,K00496.01,1
,,13.19322809,,,2.94,,130.35,862.0,,5946.0,1.223,,,4.309,,14.606,,,K00497.01,1
,,10.31174786,,,1.34,,38.13,634.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.02,1
,,4.42535097,,,1.63,,559.22,1240.0,,5946.0,1.223,,,4.309,,14.606,,,K00497.02,1
,,4.302139338,,,2.46,,182.7,937.0,,5041.0,0.857,,,4.479,,14.707,,,K00543.01,1
,,3.137845914,,,1.5,,277.64,1041.0,,5041.0,0.857,,,4.479,,14.707,,,K00543.02,1
,,3.74782314,,,25.59,,583.52,1253.0,,6161.0,1.053,,,4.454,,14.763,,,K00544.01,0
,,1.09173174,,,1.07,,1153.1,1488.0,,5354.0,0.788,,,4.587,,14.689,,,K00545.01,0
,,20.68420772,,,3.28,,66.83,729.0,,6246.0,1.092,,,4.433,,14.896,,,K00546.01,1
,,50.6985408,,,3.58,,29.58,595.0,,5876.0,1.456,,,4.151,,14.615,,,K00590.02,1
,,2.9926465,,,0.89,,443.12,1170.0,,5718.0,0.863,,,4.549,,14.396,,,K00591.01,0
,,39.7529915,,,2.37,,24.54,568.0,,6072.0,1.01,,,4.411,,14.292,,,K00592.01,1
,,9.99760285,,,2.82,,129.18,860.0,,6004.0,0.977,,,4.484,,14.957,,,K00593.01,1
,,90.4117992,,,3.96,,6.86,413.0,,6004.0,0.977,,,4.484,,14.957,,,K00593.02,1
,,13.54057461,,,2.17,,87.1,779.0,,5767.0,1.014,,,4.389,,14.002,,,K00442.01,1
,,1.732346403,,,1.37,,1345.92,1546.0,,5767.0,1.014,,,4.389,,14.002,,,K00442.02,1
,,7.0257409,,,1.56,,208.92,969.0,,5767.0,1.014,,,4.389,,14.002,,,K00442.03,1
,,16.21774917,,,2.22,,45.87,664.0,,5837.0,0.798,,,4.577,,14.2,,,K00443.01,1
,,11.72291212,,,2.08,,81.46,766.0,,5550.0,0.953,,,4.431,,14.112,,,K00444.01,1
,,8.661374,,,1.32,,188.16,945.0,,6250.0,0.986,,,4.472,,14.66,,,K00498.01,0
,,9.66857386,,,1.9,,67.06,730.0,,5288.0,0.836,,,4.541,,14.272,,,K00499.01,1
,,7.053527145,,,2.16,,21.17,547.0,,4041.0,0.567,,,4.697,,14.804,,,K00500.01,1
,,9.521644639,,,2.16,,14.2,495.0,,4041.0,0.567,,,4.697,,14.804,,,K00500.02,1
,,3.072146607,,,1.3,,64.09,722.0,,4041.0,0.567,,,4.697,,14.804,,,K00500.03,1
,,4.645382149,,,1.33,,36.9,629.0,,4041.0,0.567,,,4.697,,14.804,,,K00500.04,1
,,9.82578495,,,2.66,,180.36,935.0,,6246.0,1.092,,,4.433,,14.896,,,K00546.02,1
,,25.30291816,,,3.95,,19.39,535.0,,5121.0,0.888,,,4.457,,14.773,,,K00547.01,1
,,21.30020491,,,2.99,,65.37,725.0,,6008.0,1.168,,,4.35,,14.02,,,K00548.01,1
,,289.864067,,,2.34,,1.03,257.0,,5516.0,0.886,,,4.446,,11.664,,,K00087.01,1
,,10.29767658,,,39.14,,258.09,1022.0,,5671.0,1.608,,,4.075,,14.565,,,K00549.01,0
,,51.0674355,,,2.44,,14.69,499.0,,6004.0,0.977,,,4.484,,14.957,,,K00593.03,1
,,199.99763493,,,,,,,,,,,,,,14.949,,,K00595.01,0
,,1.682695938,,,1.23,,74.7,750.0,,3669.0,0.47,,,4.787,,14.818,,,K00596.01,1
,,17.30795548,,,3.56,,104.37,815.0,,5565.0,1.439,,,4.117,,14.915,,,K00597.01,1
,,10.423677439,,,3.72,,247.48,1012.0,,6181.0,1.331,,,4.234,,12.205,,,K00094.02,1
,,2.09227115,,,2.06,,1746.66,1648.0,,5565.0,1.439,,,4.117,,14.915,,,K00597.02,1
,,45.29422297,,,2.26,,17.75,524.0,,5676.0,1.044,,,4.347,,10.961,,,K00072.02,1
,,260.20717331,,,,,,,,,,,,,,14.707,,,K00445.01,0
,,16.70920628,,,2.27,,14.73,500.0,,4621.0,0.668,,,4.605,,14.427,,,K00446.01,1
,,28.55158187,,,1.97,,7.21,418.0,,4621.0,0.668,,,4.605,,14.427,,,K00446.02,1
,,4.045057186,,,30.33,,381.17,1126.0,,5906.0,0.87,,,4.473,,14.865,,,K00447.01,0
,,10.13958818,,,1.68,,9.41,447.0,,3893.0,0.5,,,4.758,,14.902,,,K00448.01,1
,,43.5859419,,,2.05,,1.35,275.0,,3893.0,0.5,,,4.758,,14.902,,,K00448.02,1
,,0.986785834,,,1.19,,292.35,1054.0,,4041.0,0.567,,,4.697,,14.804,,,K00500.05,1
,,5.91037674,,,1.38,,182.47,937.0,,5515.0,0.867,,,4.443,,14.276,,,K00502.01,0
,,27.4536146,,,0.95,,10.34,457.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.03,1
,,8.22241355,,,2.28,,22.86,558.0,,4213.0,0.615,,,4.658,,15.0,,,K00503.01,1
,,0.635587392,,,28.58,,10637.41,2587.0,,5671.0,1.608,,,4.075,,14.565,,,K00549.02,0
,,13.02363236,,,2.3,,71.85,743.0,,5627.0,0.945,,,4.453,,14.07,,,K00550.01,1
,,11.6370303,,,2.9,,127.46,857.0,,5576.0,1.198,,,4.257,,14.943,,,K00551.01,1
,,5.68798675,,,2.76,,330.44,1088.0,,5576.0,1.198,,,4.257,,14.943,,,K00551.02,1
,,3.055171082,,,35.24,,804.33,1358.0,,6237.0,0.987,,,4.426,,14.741,,,K00552.01,0
,,5.40426917,,,2.85,,312.93,1073.0,,6122.0,0.964,,,4.487,,14.697,,,K00601.01,1
,,11.67894236,,,4.17,,112.07,830.0,,6122.0,0.964,,,4.487,,14.697,,,K00601.02,1
,,1.208462378,,,1.64,,2307.65,1767.0,,6122.0,0.964,,,4.487,,14.697,,,K00601.03,1
,,2.85188338,,,1.23,,903.77,1398.0,,6123.0,1.107,,,4.413,,15.649,,,K00929.02,1
,,12.91385906,,,2.49,,122.66,849.0,,6253.0,0.997,,,4.41,,14.647,,,K00602.01,1
,,54.31996151,,,6.07,,27.4,584.0,,6181.0,1.331,,,4.234,,12.205,,,K00094.03,1
,,252.0792347,,,41.07,,2.42,318.0,,6348.0,1.014,,,4.434,,14.183,,,K00449.01,0
,,27.04627886,,,3.54,,38.62,636.0,,6332.0,0.915,,,4.516,,14.173,,,K00450.01,0
,,3.723560726,,,3.46,,910.65,1401.0,,6535.0,1.181,,,4.373,,14.93,,,K00451.01,0
,,3.705991661,,,2.43,,637.42,1281.0,,6187.0,1.034,,,4.409,,14.641,,,K00452.01,1
,,5.188671659,,,5.2,,4750.81,2118.0,,9523.0,1.941,,,4.205,,10.96,,,K00074.01,0
,,2.236100588,,,55.59,,586.38,1255.0,,5708.0,0.795,,,4.578,,14.549,,,K00453.01,0
,,40.606895,,,2.67,,17.4,521.0,,5538.0,1.027,,,4.384,,14.56,,,K00504.01,1
,,13.76710058,,,2.24,,29.55,595.0,,5001.0,0.76,,,4.582,,14.194,,,K00505.01,1
,,6.1954595,,,1.37,,85.77,776.0,,5001.0,0.76,,,4.582,,14.194,,,K00505.02,1
,,3.25058201,,,1.19,,202.09,962.0,,5001.0,0.76,,,4.582,,14.194,,,K00505.03,1
,,8.34819209,,,1.45,,57.48,702.0,,5001.0,0.76,,,4.582,,14.194,,,K00505.04,1
,,2.399069173,,,1.78,,792.76,1354.0,,5654.0,1.001,,,4.395,,14.888,,,K00553.01,0
,,91.172033,,,1.58,,3.96,360.0,,5552.0,0.836,,,4.562,,15.927,,,K03337.02,0
,,3.701765401,,,1.63,,286.23,1050.0,,5252.0,0.898,,,4.442,,14.759,,,K00555.01,1
,,86.4943704,,,3.07,,4.29,367.0,,5252.0,0.898,,,4.442,,14.759,,,K00555.02,1
,,5.17968868,,,18.91,,211.06,972.0,,5761.0,0.815,,,4.548,,11.871,,,K00088.01,0
,,51.84688984,,,8.73,,6.9,413.0,,5227.0,0.838,,,4.535,,15.342,,,K00398.01,1
,,4.180048081,,,3.44,,197.81,957.0,,5227.0,0.838,,,4.535,,15.342,,,K00398.02,1
,,68.832195,,,2.35,,6.71,411.0,,5687.0,0.86,,,4.538,,15.762,,,K01022.02,0
,,1.729367077,,,1.82,,643.54,1284.0,,5227.0,0.838,,,4.535,,15.342,,,K00398.03,1
,,5.26640614,,,38.05,,431.87,1163.0,,5916.0,1.175,,,4.296,,12.947,,,K00399.01,0
,,44.18938922,,,14.0,,19.73,537.0,,6061.0,0.968,,,4.438,,14.882,,,K00400.01,0
,,29.00789166,,,2.64,,14.59,498.0,,5295.0,0.801,,,4.566,,14.805,,,K00454.01,1
,,47.878243,,,8.15,,2.38,317.0,,4254.0,0.624,,,4.634,,14.261,,,K00455.01,0
,,13.69942266,,,3.85,,83.6,771.0,,5541.0,1.089,,,4.332,,14.619,,,K00456.01,1
,,4.309381978,,,1.89,,390.76,1134.0,,5541.0,1.089,,,4.332,,14.619,,,K00456.02,1
,,4.9213639,,,2.14,,134.02,868.0,,5076.0,0.799,,,4.55,,14.196,,,K00457.01,1
,,87.0912594,,,2.95,,2.52,321.0,,5001.0,0.76,,,4.582,,14.194,,,K00505.05,1
,,1.583160478,,,3.27,,1625.93,1619.0,,6063.0,1.012,,,4.476,,14.731,,,K00506.01,0
,,18.49234792,,,3.34,,31.27,603.0,,5289.0,0.838,,,4.477,,14.915,,,K00507.01,1
,,7.930583519,,,3.05,,154.36,899.0,,5674.0,1.032,,,4.446,,14.387,,,K00508.01,1
,,7.07136119,,,0.63,,63.11,719.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.04,1
,,9.50150926,,,25.77,,119.55,843.0,,5938.0,0.908,,,4.518,,14.799,,,K00556.01,0
,,15.65563866,,,2.55,,35.62,623.0,,5185.0,0.837,,,4.484,,14.97,,,K00557.01,1
,,9.17858526,,,2.3,,76.14,753.0,,5506.0,0.788,,,4.584,,14.874,,,K00558.01,1
,,4.33144839,,,1.07,,183.62,939.0,,5344.0,0.728,,,4.55,,14.791,,,K00559.01,0
,,23.67513153,,,2.76,,18.38,528.0,,5309.0,0.781,,,4.588,,14.721,,,K00560.01,1
,,29.19899219,,,4.15,,20.05,540.0,,5376.0,0.94,,,4.462,,14.001,,,K00401.01,1
,,160.0191598,,,4.28,,2.08,306.0,,5376.0,0.94,,,4.462,,14.001,,,K00401.02,1
,,7.05185637,,,,,,,,,,,,,,11.665,,,K00005.02,0
,,10.854095934,,,2.99,,80.88,765.0,,5465.0,0.925,,,4.449,,12.498,,,K00070.01,1
,,55.3291399,,,1.67,,8.55,436.0,,5376.0,0.94,,,4.462,,14.001,,,K00401.03,1
,,17.177328207,,,15.29,,63.7,720.0,,6032.0,0.973,,,4.485,,14.923,,,K00402.01,0
,,7.064252021,,,2.37,,82.76,769.0,,5076.0,0.799,,,4.55,,14.196,,,K00457.02,1
,,43.501748,,,10.1,,232.53,996.0,,4604.0,6.221,,,2.936,,12.495,,,K02133.02,0
,,19.44639139,,,3.24,,50.73,681.0,,5815.0,0.954,,,4.421,,14.248,,,K00459.01,1
,,6.91986988,,,1.39,,201.41,961.0,,5815.0,0.954,,,4.421,,14.248,,,K00459.02,1
,,16.6658994,,,2.85,,57.31,702.0,,5674.0,1.032,,,4.446,,14.387,,,K00508.02,1
,,4.16696628,,,2.74,,291.34,1053.0,,5456.0,0.943,,,4.45,,14.883,,,K00509.01,1
,,0.535224793,,,1.09,,2385.75,1783.0,,5044.0,0.738,,,4.551,,14.937,,,K02876.02,0
,,11.46347165,,,3.0,,75.57,752.0,,5456.0,0.943,,,4.45,,14.883,,,K00509.02,1
,,39.6034,,,2.22,,14.47,497.0,,5456.0,0.943,,,4.45,,14.883,,,K00509.03,1
,,2.940304817,,,2.59,,588.66,1256.0,,5527.0,1.054,,,4.376,,14.532,,,K00510.01,1
,,5.378868001,,,1.86,,113.59,833.0,,5077.0,0.774,,,4.567,,14.005,,,K00561.01,1
,,15.28467725,,,2.7,,124.4,852.0,,5763.0,1.374,,,4.181,,14.519,,,K00563.01,1
,,73.506021,,,2.37,,11.66,471.0,,6215.0,1.052,,,4.44,,15.42,,,K03372.02,0
,,21.05349939,,,2.75,,67.48,731.0,,5751.0,1.247,,,4.254,,14.854,,,K00564.01,1
,,127.905412,,,8.03,,6.09,401.0,,5751.0,1.247,,,4.254,,14.854,,,K00564.02,1
,,6.21716039,,,1.81,,343.21,1098.0,,5751.0,1.247,,,4.254,,14.854,,,K00564.03,1
,,21.05647572,,,5.05,,67.74,732.0,,6156.0,1.118,,,4.381,,14.169,,,K00403.01,0
,,31.80514278,,,34.82,,22.05,553.0,,5931.0,0.863,,,4.545,,14.517,,,K00404.01,0
,,37.60936976,,,15.8,,15.8,508.0,,5600.0,0.896,,,4.483,,14.026,,,K00405.01,0
,,49.26678528,,,929.36,,19.79,538.0,,5988.0,1.143,,,4.382,,14.385,,,K00406.01,0
,,3.613757526,,,7.05,,461.67,1182.0,,5986.0,0.906,,,4.498,,14.915,,,K00407.01,0
,,7.381980206,,,3.42,,138.88,876.0,,5559.0,0.914,,,4.47,,14.985,,,K00408.01,1
,,17.58751692,,,4.03,,58.6,706.0,,5433.0,1.107,,,4.302,,14.743,,,K00460.01,1
,,11.34436822,,,17.21,,57.67,703.0,,5594.0,0.752,,,4.602,,14.41,,,K00461.01,0
,,1.576341127,,,2.96,,2460.7,1797.0,,5087.0,1.666,,,3.967,,14.111,,,K00462.01,0
,,18.47762694,,,1.55,,1.21,267.0,,3395.0,0.283,,,4.97,,14.708,,,K00463.01,1
,,58.36205791,,,7.02,,9.33,446.0,,5592.0,0.953,,,4.467,,14.361,,,K00464.01,1
,,5.350156114,,,2.6,,226.02,989.0,,5592.0,0.953,,,4.467,,14.361,,,K00464.02,1
,,6.38899658,,,2.89,,209.17,970.0,,5527.0,1.054,,,4.376,,14.532,,,K00510.02,1
,,14.62709685,,,2.7,,69.31,736.0,,5527.0,1.054,,,4.376,,14.532,,,K00510.03,1
,,35.1184432,,,3.26,,21.57,550.0,,5527.0,1.054,,,4.376,,14.532,,,K00510.04,1
,,8.00579096,,,2.36,,197.06,956.0,,6032.0,0.935,,,4.395,,14.209,,,K00511.01,1
,,4.26374378,,,1.28,,457.15,1179.0,,6032.0,0.935,,,4.395,,14.209,,,K00511.02,1
,,84.6877524,,,3.37,,32.96,611.0,,6688.0,1.79,,,4.062,,11.642,,,K00089.01,1
,,2.340523247,,,1.4,,1063.8,1456.0,,6056.0,0.981,,,4.397,,14.3,,,K00565.01,0
,,25.85499978,,,2.4,,38.81,637.0,,6122.0,0.964,,,4.487,,14.718,,,K00566.01,1
,,10.68758211,,,2.64,,87.41,780.0,,5788.0,0.848,,,4.524,,14.338,,,K00567.01,1
,,20.30303506,,,2.16,,37.12,630.0,,5788.0,0.848,,,4.524,,14.338,,,K00567.02,1
,,39.0930875,,,2.99,,31.11,602.0,,6072.0,1.193,,,4.343,,15.514,,,K04772.03,0
,,12.56096618,,,2.74,,68.49,734.0,,5559.0,0.914,,,4.47,,14.985,,,K00408.02,1
,,30.8261043,,,3.18,,20.68,544.0,,5559.0,0.914,,,4.47,,14.985,,,K00408.03,1
,,3.696121272,,,1.78,,340.33,1095.0,,5465.0,0.925,,,4.449,,12.498,,,K00070.02,1
,,3.42806306,,,1.21,,386.14,1131.0,,5559.0,0.914,,,4.47,,14.985,,,K00408.04,1
,,13.24931848,,,2.86,,99.54,806.0,,5799.0,1.078,,,4.361,,14.15,,,K00409.01,1
,,22.4098677,,,0.73,,13.55,489.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.06,0
,,363.706662,,,5.26,,1.51,283.0,,6240.0,1.064,,,4.397,,14.188,,,K00465.01,0
,,18.00932214,,,4.96,,44.29,658.0,,5815.0,0.877,,,4.54,,14.794,,,K00467.01,1
,,22.18431824,,,3.18,,21.06,546.0,,5157.0,0.818,,,4.5,,14.767,,,K00468.01,1
,,0.80489537,,,,,,,,,,,,,,11.427,,,K06048.02,0
,,276.32360146,,,1.21,,3.63,352.0,,6528.0,1.26,,,4.257,,12.431,,,K06245.03,0
,,5.28691996,,,0.51,,92.97,792.0,,4900.0,0.741,,,4.602,,11.492,,,K00082.05,1
,,6.51003001,,,2.78,,253.24,1017.0,,5638.0,1.153,,,4.327,,14.825,,,K00512.01,1
,,35.18105723,,,4.17,,45.89,664.0,,6520.0,1.215,,,4.375,,14.856,,,K00513.01,1
,,11.75560012,,,22.39,,62.19,716.0,,5644.0,0.806,,,4.575,,14.356,,,K00514.01,0
,,17.79421914,,,25.27,,31.94,606.0,,5485.0,0.805,,,4.574,,14.427,,,K00515.01,0
,,6.12601169,,,0.83,,400.49,1141.0,,5679.0,1.286,,,4.146,,12.975,,,K07625.01,0
,,29.02235217,,,2.55,,23.06,559.0,,5788.0,0.848,,,4.524,,14.338,,,K00567.03,1
,,3.383540239,,,1.65,,389.19,1133.0,,5300.0,0.986,,,4.385,,14.14,,,K00568.01,1
,,2.358952404,,,0.96,,630.43,1278.0,,5300.0,0.986,,,4.385,,14.14,,,K00568.02,1
,,20.72904234,,,1.94,,18.68,530.0,,4979.0,0.803,,,4.538,,14.458,,,K00569.01,1
,,1.632916419,,,1.13,,554.07,1237.0,,4979.0,0.803,,,4.538,,14.458,,,K00569.02,1
,,7.216951388,,,41.57,,292.7,1055.0,,6266.0,1.056,,,4.38,,14.454,,,K00410.01,0
,,15.85238672,,,32.21,,85.35,775.0,,5903.0,1.005,,,4.322,,14.508,,,K00411.01,0
,,4.147021189,,,7.31,,590.84,1258.0,,5818.0,1.205,,,4.266,,14.288,,,K00412.01,1
,,15.22895514,,,3.0,,39.4,639.0,,5456.0,0.812,,,4.562,,14.769,,,K00413.01,1
,,24.67458244,,,2.33,,20.71,544.0,,5456.0,0.812,,,4.562,,14.769,,,K00413.02,1
,,3.750832927,,,4.61,,383.77,1129.0,,5776.0,0.95,,,4.512,,14.749,,,K00470.01,1
,,21.34736612,,,3.2,,41.65,648.0,,5395.0,1.071,,,4.324,,14.415,,,K00471.01,1
,,7.81100952,,,1.36,,159.24,906.0,,5395.0,1.071,,,4.324,,14.415,,,K00471.02,1
,,4.243748097,,,3.16,,301.46,1063.0,,5873.0,0.843,,,4.554,,15.0,,,K00472.01,1
,,2.404483552,,,0.48,,4402.44,2078.0,,6050.0,2.345,,,3.823,,13.173,,,K06612.02,0
,,13.54204116,,,2.01,,93.98,794.0,,5891.0,1.015,,,4.395,,14.53,,,K00516.01,0
,,2.752359689,,,2.54,,455.43,1178.0,,5461.0,0.897,,,4.499,,14.034,,,K00517.01,1
,,13.98177862,,,2.09,,22.1,553.0,,4859.0,0.651,,,4.615,,14.287,,,K00518.01,1
,,44.0003975,,,1.56,,4.79,377.0,,4859.0,0.651,,,4.615,,14.287,,,K00518.02,1
,,247.354914,,,2.29,,0.48,212.0,,4859.0,0.651,,,4.615,,14.287,,,K00518.03,1
,,462.12069,,,2.46,,0.91,249.0,,6079.0,0.974,,,4.411,,14.936,,,K07626.01,0
,,12.39894005,,,4.06,,148.37,890.0,,6355.0,1.108,,,4.41,,14.755,,,K00570.01,0
,,207.5829306,,,4.52,,9.97,453.0,,6688.0,1.79,,,4.062,,11.642,,,K00089.02,1
,,7.26731094,,,1.14,,10.93,464.0,,3751.0,0.443,,,4.8,,14.625,,,K00571.01,1
,,13.3430025,,,1.29,,4.87,379.0,,3751.0,0.443,,,4.8,,14.625,,,K00571.02,1
,,3.886795001,,,0.97,,25.26,571.0,,3751.0,0.443,,,4.8,,14.625,,,K00571.03,1
,,22.40777833,,,1.15,,2.44,319.0,,3751.0,0.443,,,4.8,,14.625,,,K00571.04,1
,,20.35509657,,,17.53,,63.6,720.0,,6081.0,1.077,,,4.404,,14.557,,,K00414.01,0
,,5.92240377,,,2.77,,329.86,1087.0,,6081.0,1.077,,,4.404,,14.557,,,K00414.02,0
,,77.6114427,,,2.59,,5.87,397.0,,5465.0,0.925,,,4.449,,12.498,,,K00070.03,1
,,18.20795835,,,3.08,,21.86,551.0,,5176.0,0.738,,,4.612,,14.29,,,K00416.01,1
,,12.70636123,,,2.75,,55.86,697.0,,5573.0,0.839,,,4.562,,14.673,,,K00473.01,1
,,10.94577783,,,2.84,,142.23,881.0,,5888.0,1.097,,,4.342,,14.282,,,K00474.01,1
,,28.9869016,,,2.7,,38.82,637.0,,5888.0,1.097,,,4.342,,14.282,,,K00474.02,1
,,94.886902,,,4.24,,7.99,429.0,,5888.0,1.097,,,4.342,,14.282,,,K00474.03,1
,,5.03505665,,,1.63,,401.23,1141.0,,5888.0,1.097,,,4.342,,14.282,,,K00474.04,1
,,24.7222403,,,1.31,,19.53,536.0,,5481.0,0.778,,,4.592,,15.857,,,K06707.02,0
,,11.90352088,,,2.56,,110.54,827.0,,6063.0,1.001,,,4.47,,14.939,,,K00519.01,1
,,9.286964466,,,2.1,,79.68,762.0,,5546.0,0.81,,,4.575,,11.898,,,K00084.01,1
,,34.0350605,,,2.76,,27.24,583.0,,6063.0,1.001,,,4.47,,14.939,,,K00519.02,1
,,12.75934489,,,2.58,,37.95,633.0,,4963.0,0.826,,,4.501,,14.55,,,K00520.01,1
,,5.433132902,,,1.61,,118.56,841.0,,4963.0,0.826,,,4.501,,14.55,,,K00520.02,1
