sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,hostname,label
1.0,1.0,0.727330983,,,1.216205,,,,0.0,3460.0,0.356,0.385,0.07,4.92,,16.556,12.032,15.7514,Kepler-1855,1
1.0,1.0,1.302000046,,,1.73447868,,,,0.0,4948.0,0.816,0.782,0.14,4.508,848.76,15.621,13.392,15.3875,Kepler-1856,1
1.0,1.0,8.94340992,,,1.96065412,,,,0.0,6074.0,1.005,0.873,-0.54,4.375,853.275,14.36,12.593,14.1486,Kepler-1857,1
1.0,1.0,88.07160187,,,2.42168247,,,,0.0,4939.0,0.819,0.785,0.16,4.506,833.055,15.959,13.663,15.6406,Kepler-1858,1
1.0,2.0,2.729599953,,,1.58313575,,,,0.0,5887.0,1.235,1.09,0.16,4.292,1331.25,15.178,13.714,15.1088,Kepler-1859,1
1.0,5.0,3.8867907,0.0343,,1.07,,,,0.0,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994,Kepler-186,1
1.0,5.0,7.267302,0.0451,,1.25,,,,0.0,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994,Kepler-186,1
1.0,5.0,13.342996,0.0781,,1.4,,,,0.0,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994,Kepler-186,1
1.0,5.0,22.407704,0.11,,1.27,,,,0.0,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994,Kepler-186,1
1.0,5.0,129.9441,0.432,0.04,1.17,,0.3,,0.0,3755.0,0.523,0.544,-0.26,4.736,177.594,15.138,11.605,14.5994,Kepler-186,1
1.0,1.0,12.73719978,,,1.13863767,,,,0.0,5420.0,0.868,0.874,0.0,4.502,438.703,13.569,11.808,13.4381,Kepler-1860,1
1.0,1.0,40.0306015,,,2.20677414,,,,0.0,5855.0,1.373,1.161,0.26,4.227,829.985,13.709,12.239,13.6519,Kepler-1861,1
1.0,1.0,16.05730057,,,2.203,,,,0.0,5644.0,0.806,0.9,-0.24,4.575,1232.19,15.847,14.125,15.8381,Kepler-1862,1
1.0,1.0,44.99760056,,,2.26309256,,,,0.0,5871.0,0.983,1.097,0.21,4.493,865.546,13.64,12.039,13.4479,Kepler-1863,1
1.0,1.0,3.881510019,,,0.75408365,,,,0.0,5854.0,0.979,1.03,0.06,4.469,298.894,12.123,10.666,12.0365,Kepler-1864,1
1.0,1.0,2.524009943,,,1.57686072,,,,0.0,5420.0,0.871,0.849,-0.06,4.487,922.255,15.468,13.635,15.5426,Kepler-1865,1
1.0,1.0,11.66009998,,,2.08215108,,,,0.0,5791.0,1.083,1.03,0.16,4.381,976.737,14.418,12.877,14.366,Kepler-1866,1
1.0,1.0,9.887359619,,,1.15985997,,,,0.0,5693.0,0.816,0.911,-0.24,4.57,680.583,13.549,11.897,13.4367,Kepler-1867,1
1.0,1.0,211.0339966,,,3.14950109,,,,1.0,4658.0,0.686,0.743,0.0,4.632,274.18,14.157,11.559,13.8592,Kepler-1868,1
1.0,2.0,8.167360306,,,1.11955354,,,,0.0,5808.0,0.902,0.987,-0.06,4.522,113.025,10.31,8.693,10.0911,Kepler-1869,1
1.0,2.0,4.938864,0.059,,1.41,,,,0.0,6105.0,1.287,,,4.274,1143.0,14.297,12.566,14.1753,Kepler-187,1
1.0,2.0,10.640263,0.099,,2.67,,,,0.0,6105.0,1.287,,,4.274,1143.0,14.297,12.566,14.1753,Kepler-187,1
1.0,1.0,3.606940031,,,2.10143764,,,,0.0,5508.0,0.84,0.955,0.07,4.569,407.216,13.566,11.758,13.4199,Kepler-1870,1
1.0,1.0,1.952700019,,,2.42172881,,,,0.0,5741.0,0.946,1.02,0.12,4.495,854.623,14.822,12.841,14.544,Kepler-1871,1
1.0,1.0,3.825910091,,,2.38421141,,,,0.0,5223.0,0.885,0.913,0.32,4.505,840.182,15.966,13.71,15.7802,Kepler-1872,1
1.0,1.0,0.558842003,,,1.62573811,,,,0.0,5151.0,0.792,0.903,0.21,4.592,820.957,15.889,13.569,15.6097,Kepler-1873,1
1.0,1.0,56.57320023,,,2.21110724,,,,0.0,4701.0,0.775,0.758,0.24,4.54,408.007,15.434,12.473,14.9565,Kepler-1874,1
1.0,1.0,34.45859909,,,3.22686692,,,,0.0,6161.0,0.862,0.95,-0.5,4.545,1660.45,15.201,13.425,15.0014,Kepler-1875,1
1.0,1.0,6.99205,0.0758,0.098,0.853,2.4,475.0,1299.0,0.0,6104.0,1.477,1.187,0.01,,259.935,10.793,9.472,10.7582,Kepler-1876,1
1.0,1.0,2.377569914,,,0.624086,,,,0.0,5615.0,0.936,1.022,0.24,4.505,285.312,12.29,10.642,12.2289,Kepler-1877,1
1.0,1.0,4.445879936,,,2.92019781,,,,0.0,5918.0,0.865,0.956,-0.26,4.544,1494.3,15.587,13.672,15.403,Kepler-1878,1
1.0,1.0,10.61340046,,,2.06512018,,,,0.0,5865.0,1.388,1.023,0.0,4.163,627.171,12.825,11.444,12.7877,Kepler-1879,1
1.0,2.0,2.061897,0.032,,1.68,,,,0.0,6021.0,1.141,,,4.346,968.544,14.719,13.144,14.6336,Kepler-188,1
1.0,2.0,5.996553,0.066,,3.19,,,,0.0,6021.0,1.141,,,4.346,968.544,14.719,13.144,14.6336,Kepler-188,1
1.0,1.0,6.309219837,,,2.11686218,,,,0.0,4380.0,0.53,0.524,-0.92,4.71,611.041,16.088,13.439,15.8887,Kepler-1880,1
1.0,1.0,159.3939972,,,2.98104391,,,,0.0,5135.0,0.874,0.812,0.12,4.464,1057.21,15.898,13.978,15.8603,Kepler-1881,1
1.0,1.0,13.78730011,,,1.48674404,,,,0.0,5691.0,1.458,1.068,0.26,4.139,443.371,12.516,10.919,12.4303,Kepler-1882,1
1.0,1.0,103.427002,,,3.25107395,,,,0.0,6208.0,1.024,1.086,-0.12,4.454,1377.61,15.642,14.097,15.5406,Kepler-1883,1
1.0,1.0,8.988320351,,,1.81406781,,,,0.0,5984.0,0.906,0.993,-0.2,4.521,1443.09,15.433,13.611,15.2294,Kepler-1884,1
1.0,1.0,2.522559881,,,1.51110555,,,,0.0,5591.0,0.86,0.977,0.07,4.559,818.482,14.851,13.109,14.7999,Kepler-1885,1
1.0,1.0,24.2758007,,,2.58158428,,,,0.0,5745.0,0.837,0.928,-0.2,4.559,1059.51,15.627,13.705,15.4559,Kepler-1886,1
1.0,1.0,19.94750023,,,2.92454357,,,,0.0,5749.0,0.864,0.961,-0.1,4.547,1366.18,15.955,14.298,15.9544,Kepler-1887,1
1.0,1.0,11.39169979,,,1.32578716,,,,0.0,5557.0,1.249,0.897,0.0,4.198,402.947,12.099,10.322,11.8773,Kepler-1888,1
1.0,1.0,37.30369949,,,2.94360686,,,,0.0,5646.0,0.817,0.864,-0.28,4.55,1395.13,15.715,13.731,15.5173,Kepler-1889,1
1.0,2.0,10.399931,0.088,,1.21,,,,0.0,5235.0,0.75,,,4.619,591.534,14.971,12.921,14.8213,Kepler-189,1
1.0,2.0,20.134866,0.137,,2.38,,,,0.0,5235.0,0.75,,,4.619,591.534,14.971,12.921,14.8213,Kepler-189,1
1.0,1.0,4.820590019,,,0.86867375,,,,0.0,6046.0,1.396,1.024,-0.16,4.158,529.596,12.916,11.566,12.779,Kepler-1890,1
1.0,1.0,4.02229023,,,1.52139156,,,,0.0,5516.0,0.827,0.873,-0.14,4.544,596.24,14.412,12.538,14.2754,Kepler-1891,1
1.0,1.0,6.331230164,,,1.83707938,,,,0.0,5383.0,0.759,0.851,-0.22,4.603,851.595,15.592,13.563,15.4008,Kepler-1892,1
1.0,1.0,4.179369926,,,1.70557445,,,,0.0,5633.0,1.162,0.973,0.16,4.296,1050.72,15.152,13.104,14.8964,Kepler-1893,1
1.0,2.0,2.762660027,,,1.20117759,,,,0.0,5772.0,0.901,0.999,0.0,4.528,935.191,15.452,13.648,15.3627,Kepler-1894,1
1.0,1.0,6.070290089,,,2.11934728,,,,0.0,5076.0,0.763,0.86,0.1,4.598,984.187,15.787,13.441,15.4813,Kepler-1895,1
1.0,1.0,44.87020111,,,3.09935997,,,,0.0,6122.0,0.996,1.07,-0.1,4.471,1732.91,15.844,14.165,15.7001,Kepler-1896,1
1.0,1.0,24.22030067,,,2.81407954,,,,0.0,5165.0,0.761,0.859,0.02,4.599,983.174,16.01,13.714,16.0047,Kepler-1897,1
1.0,1.0,4.765620232,,,0.93353523,,,,0.0,5702.0,1.125,0.837,-0.28,4.258,360.921,13.387,11.532,13.1697,Kepler-1898,1
1.0,1.0,4.095779896,,,1.55098292,,,,0.0,4791.0,0.742,0.759,0.07,4.577,711.509,16.136,13.697,15.9493,Kepler-1899,1
1.0,3.0,9.28699,0.0846,0.41,2.209,6.1,87.6,851.0,1.0,5541.0,0.859,0.936,-0.13,,218.562,12.035,10.318,11.8763,Kepler-19,1
1.0,3.0,28.731,,0.21,,13.1,,,0.0,5544.0,0.859,0.936,-0.08,4.51,218.562,12.035,10.318,11.8763,Kepler-19,1
1.0,3.0,62.95,,0.05,,22.5,,,0.0,5544.0,0.859,0.936,-0.08,4.51,218.562,12.035,10.318,11.8763,Kepler-19,1
1.0,2.0,2.019999,0.03,,1.56,,,,0.0,5106.0,0.795,,,4.561,433.387,14.336,12.231,14.1175,Kepler-190,1
1.0,2.0,3.763024,0.045,,1.46,,,,0.0,5106.0,0.795,,,4.561,433.387,14.336,12.231,14.1175,Kepler-190,1
1.0,1.0,2.986229897,,,1.62314676,,,,0.0,6173.0,1.041,1.104,-0.04,4.447,1540.43,15.502,13.815,15.2816,Kepler-1900,1
1.0,1.0,3.484129906,,,1.47418907,,,,0.0,5696.0,0.921,1.022,0.14,4.519,1028.37,15.097,13.31,14.9006,Kepler-1901,1
1.0,1.0,3.822220087,,,1.17563613,,,,0.0,3729.0,0.514,0.52,0.06,4.733,344.337,16.113,12.677,15.662,Kepler-1902,1
1.0,1.0,17.0678997,,,2.28642395,,,,0.0,6347.0,0.996,1.053,-0.34,4.464,1775.44,15.456,13.98,15.3413,Kepler-1903,1
1.0,1.0,4.577020168,,,1.3904994,,,,0.0,3805.0,0.497,0.526,-0.1,4.767,270.854,16.367,12.752,15.7421,Kepler-1904,1
1.0,1.0,3.42392993,,,1.4460734,,,,0.0,5788.0,1.015,1.038,0.16,4.442,1051.53,15.086,13.487,14.9902,Kepler-1905,1
1.0,1.0,7.362689972,,,2.77615754,,,,0.0,5868.0,0.894,0.987,-0.12,4.53,1360.63,15.322,13.41,14.9602,Kepler-1906,1
1.0,2.0,5.652450085,,,0.86973029,,,,0.0,5159.0,0.8,0.752,-0.16,4.508,292.111,13.989,11.726,13.7309,Kepler-1907,1
1.0,2.0,14.86390018,,,1.15547044,,,,0.0,5159.0,0.8,0.752,-0.16,4.508,292.111,13.989,11.726,13.7309,Kepler-1907,1
1.0,1.0,2.391609907,,,1.09217411,,,,0.0,4935.0,0.685,0.663,-0.42,4.589,763.662,15.933,13.558,15.7907,Kepler-1909,1
1.0,3.0,9.939632,0.087,,1.34,,,,0.0,5282.0,0.789,,,4.594,594.464,14.987,12.883,14.7758,Kepler-191,1
1.0,3.0,17.738506,0.128,,1.86,,,,0.0,5282.0,0.789,,,4.594,594.464,14.987,12.883,14.7758,Kepler-191,1
1.0,3.0,5.945041017,,,2.28,,,,0.0,5215.0,0.8,0.84,-0.05,4.56,594.464,14.987,12.883,14.7758,Kepler-191,1
1.0,1.0,5.688769817,,,1.184,,,,0.0,4234.0,0.639,0.636,-0.02,4.63,,16.092,12.775,15.5768,Kepler-1910,1
1.0,1.0,5.990799904,,,1.011,,,,0.0,5721.0,0.972,0.954,0.0,4.442,269.912,12.245,10.635,12.1119,Kepler-1911,1
1.0,1.0,6.059219837,,,1.35670508,,,,0.0,5734.0,0.962,0.977,0.04,4.462,297.017,12.36,10.799,12.2385,Kepler-1912,1
1.0,1.0,14.1960001,,,1.51852059,,,,0.0,6214.0,1.076,1.169,0.07,4.442,876.3,14.814,13.202,14.658,Kepler-1913,1
1.0,1.0,30.82789993,,,2.9429803,,,,0.0,5982.0,0.96,1.047,-0.04,4.493,1621.56,15.911,14.212,15.6826,Kepler-1914,1
1.0,1.0,13.83539963,,,3.21798413,,,,0.0,6020.0,1.057,1.03,-0.06,4.403,1514.66,16.261,14.039,15.8388,Kepler-1915,1
1.0,1.0,31.25429916,,,2.61757235,,,,0.0,6246.0,1.092,1.18,0.07,4.433,2055.82,15.779,14.365,15.8019,Kepler-1916,1
1.0,1.0,12.90240002,,,1.88971288,,,,0.0,5530.0,0.788,0.882,-0.22,4.586,909.037,15.474,13.509,15.4691,Kepler-1917,1
1.0,1.0,47.0564003,,,2.29763023,,,,0.0,5889.0,0.924,0.967,-0.16,4.492,1030.11,15.533,14.053,15.7023,Kepler-1918,1
1.0,1.0,37.88660049,,,2.62390658,,,,0.0,5513.0,0.818,0.868,-0.16,4.551,1177.53,16.161,14.022,15.8602,Kepler-1919,1
1.0,3.0,9.926746,0.09,,2.74,,,,0.0,5479.0,1.007,,,4.428,651.674,14.308,12.427,14.1039,Kepler-192,1
1.0,3.0,21.2234,0.15,,2.79,,,,0.0,5479.0,1.007,,,4.428,651.674,14.308,12.427,14.1039,Kepler-192,1
1.0,3.0,6.47027579,,,1.02,,,,0.0,5487.0,0.94,0.94,0.13,4.46,651.674,14.308,12.427,14.1039,Kepler-192,1
1.0,1.0,30.2541008,,,2.95415848,,,,0.0,6277.0,1.161,1.239,0.21,4.402,885.913,14.392,12.908,14.3058,Kepler-1920,1
1.0,2.0,20.03479958,,,2.89459458,,,,0.0,6120.0,2.0,1.251,0.02,3.934,928.989,13.103,11.514,12.9842,Kepler-1921,1
1.0,1.0,13.22259998,,,2.29064904,,,,0.0,5931.0,0.863,0.953,-0.28,4.545,1344.29,15.388,13.6,15.1917,Kepler-1922,1
1.0,1.0,52.60969925,,,1.95958179,,,,0.0,5881.0,1.294,1.109,0.16,4.259,990.838,14.454,12.622,14.2312,Kepler-1923,1
1.0,1.0,15.33170033,,,2.65446572,,,,0.0,5726.0,1.285,1.018,0.16,4.228,1910.77,15.084,13.444,15.0841,Kepler-1924,1
1.0,1.0,46.71640015,,,3.00177922,,,,0.0,5856.0,1.092,1.057,0.16,4.386,1771.31,15.382,13.598,15.1821,Kepler-1925,1
1.0,1.0,42.87770081,,,2.31495961,,,,0.0,5256.0,0.832,0.768,-0.16,4.483,667.405,15.8,13.626,15.6668,Kepler-1926,1
1.0,1.0,73.75039673,,,3.40627075,,,,0.0,6056.0,2.481,1.408,0.14,3.797,1091.0,13.312,11.826,13.2168,Kepler-1927,1
1.0,1.0,19.57783,0.194,0.43,1.992,,,,0.0,5720.0,0.92,1.01,0.12,,326.362,12.679,11.107,12.6182,Kepler-1928,1
1.0,1.0,59.36249924,,,3.07250761,,,,0.0,5786.0,1.471,1.006,-0.02,4.106,508.201,11.788,10.453,12.072,Kepler-1929,1
1.0,2.0,11.38848,0.106,,2.39,,,,0.0,6335.0,1.147,,,4.403,1009.1,14.712,13.218,14.596,Kepler-193,1
1.0,2.0,50.697494,0.286,,2.75,,,,0.0,6335.0,1.147,,,4.403,1009.1,14.712,13.218,14.596,Kepler-193,1
1.0,1.0,13.02680016,,,1.52955541,,,,0.0,5083.0,0.844,0.844,0.22,4.512,275.694,13.447,11.289,13.3746,Kepler-1930,1
1.0,1.0,38.5760994,,,2.65323514,,,,0.0,6167.0,1.221,1.174,0.12,4.333,620.091,12.671,11.33,12.5586,Kepler-1931,1
1.0,1.0,0.524177015,,,1.51482218,,,,0.0,5278.0,0.815,0.911,0.14,4.576,713.733,15.286,13.149,15.0331,Kepler-1932,1
1.0,1.0,4.943290234,,,1.17984089,,,,0.0,5661.0,1.008,0.964,0.1,4.415,328.007,12.81,11.106,12.6781,Kepler-1933,1
1.0,1.0,1.419759989,,,0.91307734,,,,0.0,5925.0,1.035,0.968,-0.14,4.394,428.514,12.874,11.436,12.7503,Kepler-1934,1
1.0,1.0,3.951400042,,,2.50271696,,,,0.0,5570.0,0.899,0.845,-0.18,4.458,904.702,14.522,12.683,14.3684,Kepler-1935,1
1.0,1.0,126.5569992,,,3.16615594,,,,1.0,6501.0,1.854,1.419,0.1,4.054,871.096,13.393,12.201,13.3235,Kepler-1936,1
1.0,1.0,9.688599586,,,3.0229133,,,,0.0,6457.0,1.196,1.19,-0.06,4.358,905.069,14.163,12.817,14.0864,Kepler-1937,1
1.0,1.0,13.06260014,,,1.82828927,,,,0.0,4522.0,0.655,0.646,-0.22,4.615,421.152,15.246,12.494,14.8554,Kepler-1938,1
1.0,1.0,2.790659904,,,1.16480773,,,,0.0,4353.0,0.603,0.648,-0.18,4.681,189.833,13.622,10.841,13.3976,Kepler-1939,1
1.0,3.0,2.092281,0.032,,1.51,,,,0.0,6089.0,1.025,,,4.415,1097.97,14.969,13.512,14.9117,Kepler-194,1
1.0,3.0,17.308032,0.131,,2.59,,,,0.0,6089.0,1.025,,,4.415,1097.97,14.969,13.512,14.9117,Kepler-194,1
1.0,3.0,52.814973,0.275,,2.4,,,,0.0,6089.0,1.025,,,4.415,1097.97,14.969,13.512,14.9117,Kepler-194,1
1.0,1.0,4.950610161,,,1.54732469,,,,0.0,5431.0,0.717,0.802,-0.44,4.623,798.595,15.674,13.478,15.2846,Kepler-1940,1
1.0,1.0,31.33510017,,,2.64976949,,,,0.0,6404.0,1.142,1.175,-0.06,4.393,1494.39,14.943,13.364,14.6228,Kepler-1941,1
1.0,1.0,4.626049995,,,2.1170287,,,,0.0,5834.0,0.797,0.852,-0.5,4.566,842.492,14.91,13.035,14.6596,Kepler-1942,1
1.0,1.0,4.850180149,,,1.54869189,,,,0.0,6032.0,0.973,1.055,-0.06,4.485,1004.55,13.868,12.252,13.7453,Kepler-1943,1
1.0,1.0,9.842579842,,,2.75971163,,,,0.0,5585.0,0.972,1.064,0.48,4.49,1076.48,15.582,13.447,15.3313,Kepler-1944,1
1.0,1.0,6.080039978,,,1.289,,,,0.0,4991.0,0.804,0.767,0.04,4.513,,13.586,11.366,,Kepler-1945,1
1.0,1.0,3.035190105,,,2.48812698,,,,0.0,5505.0,0.873,0.887,-0.04,4.503,1002.12,15.508,13.761,15.5613,Kepler-1946,1
1.0,1.0,6.963630199,,,1.0101666,,,,0.0,6040.0,1.686,0.984,-0.44,3.978,468.771,12.973,11.504,12.877,Kepler-1947,1
1.0,1.0,15.57129955,,,1.03283226,,,,0.0,3872.0,0.557,0.585,0.12,4.714,193.903,14.569,10.871,13.9243,Kepler-1948,1
1.0,1.0,2.208280087,,,2.21964541,,,,0.0,6028.0,1.454,1.194,0.14,4.189,2617.35,15.231,13.694,15.2008,Kepler-1949,1
1.0,2.0,8.307872,0.077,,2.03,,,,1.0,5329.0,0.775,,,4.603,652.051,14.863,12.959,14.7989,Kepler-195,1
1.0,2.0,34.096863,0.197,,1.55,,,,0.0,5329.0,0.775,,,4.603,652.051,14.863,12.959,14.7989,Kepler-195,1
1.0,1.0,10.77690029,,,1.52696349,,,,0.0,5455.0,0.852,0.759,-0.34,4.457,697.253,14.845,12.679,14.5569,Kepler-1950,1
1.0,1.0,20.65780067,,,2.32107188,,,,0.0,5468.0,1.306,0.923,0.14,4.171,1277.32,14.367,12.389,14.1599,Kepler-1951,1
1.0,1.0,27.21080017,,,1.23923346,,,,0.0,5973.0,1.305,0.922,-0.34,4.171,852.062,13.828,12.204,13.8909,Kepler-1952,1
1.0,1.0,6.245659828,,,1.28574667,,,,0.0,4858.0,0.707,0.786,-0.02,4.622,605.631,15.936,13.163,15.4666,Kepler-1953,1
1.0,1.0,5.883430004,,,1.80235934,,,,0.0,5840.0,0.849,0.942,-0.24,4.553,1373.83,15.875,13.978,15.7125,Kepler-1954,1
1.0,1.0,14.26519966,,,1.16654878,,,,0.0,5825.0,1.291,1.049,0.14,4.237,449.351,12.609,11.08,12.5298,Kepler-1955,1
1.0,1.0,5.943719864,,,1.08940238,,,,0.0,4391.0,0.682,0.671,0.04,4.598,360.468,15.989,12.848,15.5722,Kepler-1956,1
1.0,1.0,2.186619997,,,0.94374867,,,,0.0,4904.0,0.772,0.745,0.0,4.535,460.899,15.13,12.613,14.7806,Kepler-1957,1
1.0,1.0,9.328619957,,,2.05124311,,,,0.0,5749.0,0.864,0.961,-0.1,4.547,1320.38,15.486,13.727,15.4313,Kepler-1958,1
1.0,1.0,6.38669014,,,1.14315727,,,,0.0,5071.0,0.811,0.768,-0.02,4.505,479.263,14.797,12.494,14.5568,Kepler-1959,1
1.0,3.0,20.739886,0.138,,1.9,,,,0.0,5128.0,0.782,,,4.566,451.312,14.239,12.235,14.1033,Kepler-196,1
1.0,3.0,47.427737,0.24,,2.24,,,,1.0,5128.0,0.782,,,4.566,451.312,14.239,12.235,14.1033,Kepler-196,1
1.0,3.0,122.0800018,,,2.66065673,,,,0.0,5132.0,0.77,0.805,-0.06,4.571,451.312,14.239,12.235,14.1033,Kepler-196,1
1.0,1.0,2.297940016,,,1.30749704,,,,0.0,6371.0,1.072,1.117,-0.18,4.426,1527.56,15.181,13.685,15.0761,Kepler-1960,1
1.0,1.0,5.604710102,,,1.6187808,,,,0.0,5401.0,0.777,0.871,-0.16,4.593,1042.45,15.809,13.744,15.695,Kepler-1961,1
1.0,1.0,7.991459846,,,1.21463929,,,,0.0,5700.0,1.006,1.003,0.16,4.434,866.826,15.146,13.412,14.9657,Kepler-1962,1
1.0,1.0,1.962260008,,,0.74437023,,,,0.0,5726.0,0.979,0.915,-0.1,4.418,492.847,14.054,12.261,13.8875,Kepler-1963,1
1.0,1.0,2.440829992,,,1.7810587,,,,0.0,4803.0,0.698,0.752,-0.08,4.623,,16.363,13.45,,Kepler-1964,1
1.0,1.0,41.86869812,,,1.35415138,,,,0.0,5852.0,0.837,0.928,-0.3,4.559,521.791,13.839,12.12,13.6415,Kepler-1965,1
1.0,1.0,8.617429733,,,1.10479327,,,,0.0,5009.0,0.84,0.797,0.16,4.491,484.601,15.222,12.643,14.7889,Kepler-1966,1
1.0,1.0,7.281690121,,,0.73022577,,,,0.0,4970.0,1.806,0.996,0.32,3.924,249.102,13.519,11.192,13.3752,Kepler-1967,1
1.0,1.0,7.281099796,,,1.50004034,,,,0.0,5008.0,0.788,0.844,0.18,4.572,750.93,16.303,13.802,15.9711,Kepler-1968,1
1.0,1.0,6.647520065,,,1.68161001,,,,0.0,6046.0,1.007,1.111,0.07,4.478,1204.54,15.851,14.235,15.6806,Kepler-1969,1
2.0,4.0,5.599308,0.06,,1.02,,,,0.0,6004.0,1.12,,,4.304,330.575,11.775,10.535,11.78,Kepler-197,1
2.0,4.0,10.349695,0.09,,1.23,,,,0.0,6004.0,1.12,,,4.304,330.575,11.775,10.535,11.78,Kepler-197,1
2.0,4.0,15.677563,0.119,,1.22,,,,0.0,6004.0,1.12,,,4.304,330.575,11.775,10.535,11.78,Kepler-197,1
2.0,4.0,25.209715,0.164,,0.91,,,,0.0,6004.0,1.12,,,4.304,330.575,11.775,10.535,11.78,Kepler-197,1
1.0,2.0,7.54425,,0.067,0.802,2.02,,,1.0,5818.0,1.384,1.12,0.23,4.2,287.339,11.23,9.792,11.1438,Kepler-1972,1
1.0,2.0,11.3295,,0.043,0.868,2.11,,,1.0,5818.0,1.384,1.12,0.23,4.2,287.339,11.23,9.792,11.1438,Kepler-1972,1
1.0,3.0,17.790037,0.131,,2.82,,,,0.0,5574.0,0.94,,,4.467,495.358,13.684,12.027,13.5662,Kepler-198,1
1.0,3.0,49.567416,0.259,,2.47,,,,0.0,5574.0,0.94,,,4.467,495.358,13.684,12.027,13.5662,Kepler-198,1
1.0,3.0,1.31184443,,,1.53,,,,0.0,5636.0,0.93,0.97,0.04,4.49,495.358,13.684,12.027,13.5662,Kepler-198,1
1.0,2.0,23.637604,0.158,,3.11,,,,1.0,5644.0,0.967,,,4.438,521.054,13.796,12.083,13.5973,Kepler-199,1
1.0,2.0,67.093408,0.316,,3.25,,,,1.0,5644.0,0.967,,,4.438,521.054,13.796,12.083,13.5973,Kepler-199,1
2.0,6.0,3.6961049,0.04565,0.083,1.773,9.7,331.0,1187.0,0.0,5495.0,0.9164,0.929,0.07,,282.563,12.61,10.871,12.4535,Kepler-20,1
2.0,6.0,10.8540774,0.0936,0.076,2.894,11.1,78.7,828.0,0.0,5495.0,0.9164,0.929,0.07,,282.563,12.61,10.871,12.4535,Kepler-20,1
2.0,6.0,77.611455,0.3474,0.082,2.606,13.4,5.71,430.0,0.0,5495.0,0.9164,0.929,0.07,,282.563,12.61,10.871,12.4535,Kepler-20,1
2.0,6.0,6.0984882,0.0637,0.092,0.821,0.76,169.8,1004.0,0.0,5495.0,0.9164,0.929,0.07,,282.563,12.61,10.871,12.4535,Kepler-20,1
2.0,6.0,19.578328,0.1387,0.094,0.952,1.4,35.9,681.0,0.0,5495.0,0.9164,0.929,0.07,,282.563,12.61,10.871,12.4535,Kepler-20,1
2.0,6.0,34.94,0.2055,0.15,,19.96,,524.0,0.0,5495.0,0.9639,0.948,0.07,4.446,282.563,12.61,10.871,12.4535,Kepler-20,1
1.0,2.0,8.594805,0.08,,2.13,,,,0.0,5678.0,0.944,,,4.454,665.912,13.932,12.455,13.9518,Kepler-200,1
1.0,2.0,10.222157,0.09,,1.59,,,,0.0,5678.0,0.944,,,4.454,665.912,13.932,12.455,13.9518,Kepler-200,1
1.0,2.0,25.672083,0.175,,2.46,,,,0.0,6065.0,1.229,,,4.294,636.445,12.991,11.737,12.9199,Kepler-201,1
1.0,2.0,151.884058,0.573,,2.85,,,,1.0,6065.0,1.229,,,4.294,636.445,12.991,11.737,12.9199,Kepler-201,1
1.0,2.0,4.069427,0.045,,1.63,,,,0.0,4668.0,0.667,,,4.65,285.111,14.178,11.639,13.8433,Kepler-202,1
1.0,2.0,16.282493,0.113,,1.85,,,,0.0,4668.0,0.667,,,4.65,285.111,14.178,11.639,13.8433,Kepler-202,1
1.0,3.0,3.162697,0.043,,2.57,,,,0.0,5821.0,1.114,,,4.358,703.302,14.14,12.445,13.9421,Kepler-203,1
1.0,3.0,5.370647,0.061,,2.47,,,,0.0,5821.0,1.114,,,4.358,703.302,14.14,12.445,13.9421,Kepler-203,1
1.0,3.0,11.32972,0.1,,1.44,,,,0.0,5821.0,1.114,,,4.358,703.302,14.14,12.445,13.9421,Kepler-203,1
1.0,2.0,14.400974,0.117,,2.53,,,,0.0,5812.0,1.238,,,4.269,686.723,13.977,12.481,13.8745,Kepler-204,1
1.0,2.0,25.660593,0.173,,1.79,,,,1.0,5812.0,1.238,,,4.269,686.723,13.977,12.481,13.8745,Kepler-204,1
1.0,2.0,2.75564,0.032,,1.51,,,,0.0,4321.0,0.546,,,4.735,159.72,13.779,10.833,13.4947,Kepler-205,1
1.0,2.0,20.306546,0.122,,1.64,,,,0.0,4321.0,0.546,,,4.735,159.72,13.779,10.833,13.4947,Kepler-205,1
1.0,3.0,7.781987,0.078,,1.2,,,,0.0,5764.0,1.185,,,4.311,594.447,13.507,12.001,13.4609,Kepler-206,1
1.0,3.0,13.137471,0.111,,1.77,,,,0.0,5764.0,1.185,,,4.311,594.447,13.507,12.001,13.4609,Kepler-206,1
1.0,3.0,23.44281,0.163,,1.19,,,,0.0,5764.0,1.185,,,4.311,594.447,13.507,12.001,13.4609,Kepler-206,1
1.0,3.0,1.611865,0.029,,1.57,,,,0.0,5920.0,1.588,,,4.129,875.519,13.164,11.805,13.1671,Kepler-207,1
1.0,3.0,3.071571,0.044,,1.5,,,,0.0,5920.0,1.588,,,4.129,875.519,13.164,11.805,13.1671,Kepler-207,1
