feature,gain
2,30013.452102661133
1,5876.520004272461
15,4423.641990303993
3,2660.7947192192078
5,896.5805902481079
12,408.2971062064171
6,118.95730209350586
11,71.34860318899155
13,44.2963981628418
16,41.65544508397579
14,17.19059944152832
10,13.624920129776001
18,9.82893991470337
7,1.6165499687194824
17,0.1821410059928894
0,0.0
9,0.0
4,0.0
8,0.0
